,ground_truth,finetune_1,finetune_2,finetune_3,finetune_5,finetune_10,famnet_1,famnet_2,famnet_3,famnet_4,famnet_5,famnet_6,famnet_7,finetune_20,finetune_30,finetune_40,finetune_50,finetune_60,finetune_70
tile_15.jpg,3,4,6,4,4,4,10.64906120300293,8.49917221069336,9.707576751708984,9.229927062988281,10.762301445007324,10.63730239868164,10.367704391479492,4,4,4,6,3,4
tile_204.jpg,5,7,7,6,5,5,17.223041534423828,16.417022705078125,17.525371551513672,17.261404037475586,17.970535278320312,17.693937301635742,17.981201171875,5,5,7,7,5,7
tile_227.jpg,5,6,5,3,8,6,15.579623222351074,15.042442321777344,16.042261123657227,15.312273025512695,15.590003967285156,15.803047180175781,15.899646759033203,6,8,6,6,5,6
tile_234.jpg,2,3,3,2,3,2,6.414886951446533,5.436190605163574,6.098362922668457,6.569086074829102,7.100658416748047,6.7654218673706055,6.844664573669434,2,2,3,2,2,3
tile_257.jpg,0,0,0,0,0,0,0.04278641566634178,0.03308635577559471,0.06706604361534119,0.06573109328746796,0.2770937383174896,0.23331725597381592,0.20929376780986786,0,0,0,0,0,0
tile_283.jpg,7,8,7,5,6,6,15.441980361938477,14.331969261169434,15.300899505615234,14.251394271850586,13.919478416442871,14.184350967407227,14.314438819885254,6,6,7,6,5,7
tile_321.jpg,5,4,5,4,5,4,14.708283424377441,13.396902084350586,14.90500259399414,14.1044282913208,14.958514213562012,14.991798400878906,14.90742301940918,3,4,5,7,3,3
tile_326.jpg,8,10,8,5,8,8,18.588340759277344,17.200794219970703,19.00848388671875,17.61969757080078,17.653749465942383,17.451736450195312,17.70702362060547,12,9,8,10,8,12
tile_354.jpg,4,4,4,5,4,4,10.802703857421875,10.90133285522461,10.887592315673828,10.650598526000977,10.890167236328125,10.773313522338867,11.013839721679688,4,4,4,4,4,4
tile_357.jpg,2,2,2,2,2,2,7.211478233337402,6.854244232177734,6.811688423156738,7.444478988647461,7.443426132202148,7.4335761070251465,7.829836845397949,2,2,2,2,2,2
tile_373.jpg,2,2,2,3,3,2,7.523078918457031,5.985751628875732,5.89736270904541,5.605690956115723,6.048199653625488,5.981004238128662,5.835619926452637,3,2,2,2,2,2
tile_389.jpg,5,6,6,5,6,5,15.492290496826172,16.25721549987793,16.986265182495117,16.034347534179688,15.85960865020752,15.706218719482422,16.401519775390625,5,5,5,5,5,5
tile_40.jpg,0,0,0,0,0,0,0.1661299467086792,0.11665388941764832,0.26799288392066956,0.21973322331905365,0.2579074501991272,0.21531927585601807,0.23389850556850433,1,1,1,0,0,0
tile_403.jpg,5,5,6,5,5,5,18.92416000366211,16.585708618164062,16.540054321289062,16.23900604248047,16.09307098388672,16.39752960205078,16.823204040527344,5,5,5,5,6,5
tile_41.jpg,0,0,0,0,0,0,0.01285320334136486,0.006426923908293247,0.08341820538043976,0.07073339819908142,0.7877510786056519,0.6565113663673401,0.5688301920890808,0,0,0,0,0,0
tile_416.jpg,3,3,3,5,5,4,16.168100357055664,15.65499496459961,15.789518356323242,15.149442672729492,15.748342514038086,15.819403648376465,16.244688034057617,4,5,5,5,4,5
tile_444.jpg,1,1,1,1,1,1,2.8858370780944824,2.4191548824310303,2.6978185176849365,2.583845376968384,2.8789420127868652,2.793592929840088,2.818103551864624,1,1,1,1,1,1
tile_451.jpg,1,1,1,1,1,1,2.2951321601867676,2.58583402633667,3.5870184898376465,3.373265027999878,4.399015426635742,4.1039347648620605,4.210398197174072,1,1,1,1,1,1
tile_457.jpg,4,9,6,4,7,5,12.234700202941895,9.727411270141602,10.017516136169434,9.72940731048584,10.864357948303223,11.028922080993652,10.848556518554688,5,4,7,5,5,8
tile_459.jpg,8,8,9,8,8,10,16.514312744140625,16.82565689086914,16.67393684387207,15.333290100097656,16.340389251708984,16.307018280029297,16.367097854614258,10,9,10,9,10,9
tile_46.jpg,0,0,0,0,0,0,0.01557295024394989,0.007839439436793327,0.07443003356456757,0.05778733268380165,0.8311551213264465,0.692629337310791,0.5973185300827026,0,0,0,0,0,0
tile_478.jpg,9,9,8,8,8,7,24.50109100341797,24.024415969848633,23.311731338500977,21.494516372680664,20.918380737304688,21.296398162841797,21.784038543701172,10,11,11,11,13,12
tile_497.jpg,4,4,4,3,4,3,11.480173110961914,10.903959274291992,11.677014350891113,11.355140686035156,11.4816312789917,11.642641067504883,11.83946704864502,5,4,4,5,4,5
tile_512.jpg,7,8,7,8,7,7,19.54226303100586,17.832408905029297,18.138540267944336,17.37198829650879,17.468488693237305,17.57314109802246,17.91817283630371,9,7,8,9,9,9
tile_530.jpg,2,1,3,2,2,2,6.48577356338501,5.896370887756348,6.151765823364258,6.311981678009033,6.90835428237915,7.1184868812561035,7.140143871307373,2,2,2,2,3,2
tile_610.jpg,17,14,17,15,14,15,30.373756408691406,27.42641258239746,27.319337844848633,24.721359252929688,24.987613677978516,25.70530891418457,25.429161071777344,15,16,16,16,20,18
tile_614.jpg,11,7,11,9,10,8,19.815208435058594,17.417024612426758,17.397457122802734,16.488269805908203,16.283126831054688,16.367130279541016,17.25218963623047,10,11,11,11,11,11
tile_652.jpg,13,13,12,13,13,12,36.977027893066406,33.84599304199219,33.71139144897461,30.13652992248535,28.93250274658203,29.62960433959961,29.723243713378906,14,14,12,13,14,15
tile_659.jpg,14,14,11,14,9,12,24.31486701965332,22.765174865722656,23.39139175415039,21.68134880065918,21.435009002685547,21.664308547973633,22.04315185546875,16,13,13,15,14,17
tile_691.jpg,11,8,10,11,8,8,20.427066802978516,18.824132919311523,19.467479705810547,18.219219207763672,19.202289581298828,19.790735244750977,19.814483642578125,11,11,11,11,11,12
tile_715.jpg,16,13,14,14,14,13,34.581298828125,33.34050750732422,32.887474060058594,29.6669921875,28.980894088745117,29.4647216796875,29.846731185913086,15,13,15,16,15,15
tile_748.jpg,14,10,13,11,11,10,26.714223861694336,24.967992782592773,26.360149383544922,24.51146697998047,24.485605239868164,24.77773666381836,24.911632537841797,13,12,12,13,13,13
tile_764.jpg,15,13,11,13,9,10,26.23427963256836,26.52000617980957,26.28835678100586,24.708465576171875,24.963035583496094,25.365257263183594,26.136093139648438,14,12,12,12,12,13
tile_771.jpg,15,8,10,12,10,8,24.205974578857422,22.019262313842773,22.444255828857422,20.91836929321289,19.763851165771484,20.102264404296875,20.669334411621094,12,11,12,12,13,14
tile_772.jpg,14,13,16,15,12,13,31.411392211914062,30.86043930053711,31.239999771118164,28.595922470092773,28.59040069580078,29.670215606689453,29.879165649414062,16,15,15,15,16,16
tile_789.jpg,19,12,14,14,10,13,29.700939178466797,28.53891944885254,29.0394344329834,26.197450637817383,25.990116119384766,26.86095428466797,27.238441467285156,15,16,18,19,16,20
tile_792.jpg,14,11,13,14,12,13,28.084972381591797,26.249238967895508,26.646041870117188,24.55574607849121,23.818359375,24.142683029174805,24.56857681274414,14,15,15,14,15,14
tile_8.jpg,0,0,0,0,0,0,1.3179365396499634,1.507732629776001,1.5808827877044678,1.663324236869812,2.109884262084961,1.8790725469589233,1.9240167140960693,0,0,0,0,0,0
tile_80.jpg,1,1,1,1,1,1,2.024270534515381,1.9077820777893066,2.574831485748291,2.9143218994140625,3.4481072425842285,3.17695689201355,3.2205123901367188,1,1,1,1,1,1
tile_800.jpg,19,13,14,15,12,13,29.224355697631836,28.392900466918945,29.892032623291016,26.908430099487305,26.57421112060547,26.661937713623047,27.226215362548828,18,15,15,15,16,17
tile_820.jpg,11,10,10,10,10,9,25.416763305664062,23.75677490234375,24.46776580810547,22.526548385620117,22.613496780395508,22.90287208557129,23.005329132080078,12,11,13,13,12,14
tile_824.jpg,21,14,16,17,16,16,26.637466430664062,27.531442642211914,28.131637573242188,26.282146453857422,26.55331802368164,26.354873657226562,26.853187561035156,18,16,19,18,17,20
tile_84.jpg,0,0,0,0,0,0,0.027243824675679207,0.013623178005218506,0.07726014405488968,0.06382693350315094,0.7206253409385681,0.6005210876464844,0.51712965965271,0,0,0,0,0,0
tile_856.jpg,7,8,6,7,6,6,21.345462799072266,19.160099029541016,19.582069396972656,17.587566375732422,18.324726104736328,18.2460880279541,18.40992546081543,6,6,7,6,8,7
tile_857.jpg,14,12,15,15,13,14,31.876405715942383,31.69384002685547,31.35930824279785,28.38323974609375,28.185592651367188,28.968624114990234,29.475767135620117,15,14,15,14,14,17
tile_873.jpg,14,8,9,8,9,10,24.154685974121094,22.61337661743164,23.220504760742188,21.421327590942383,20.931852340698242,21.66704750061035,22.304336547851562,14,15,12,16,15,12
tile_888.jpg,2,1,4,1,0,2,6.838441371917725,6.762165069580078,6.944144248962402,6.4804911613464355,6.691616058349609,6.523987293243408,6.713308334350586,2,3,4,3,2,2
tile_109.jpg,1,4,2,1,2,2,10.326190948486328,10.247746467590332,11.519474029541016,10.768047332763672,11.429338455200195,11.260563850402832,11.302000999450684,2,2,2,2,2,2
tile_110.jpg,2,1,3,0,3,2,4.661742210388184,4.530344009399414,4.1819257736206055,3.9400408267974854,4.377202987670898,4.255958557128906,4.120745658874512,2,2,2,2,2,2
tile_160.jpg,0,0,0,0,0,0,0.00900370255112648,0.016277356073260307,0.07933144271373749,0.06412746012210846,0.7729049921035767,0.6440951824188232,0.5675873756408691,0,0,0,0,0,0
tile_177.jpg,6,8,8,7,7,6,17.88006591796875,17.423341751098633,18.91466522216797,17.5682373046875,17.37323760986328,17.540077209472656,17.966705322265625,7,6,7,7,6,9
tile_218.jpg,3,4,4,3,7,5,13.109540939331055,12.387422561645508,12.633645057678223,12.35258960723877,13.534889221191406,13.471385955810547,13.397951126098633,5,3,3,4,3,4
tile_23.jpg,4,7,4,4,4,4,13.642497062683105,12.755088806152344,13.63187026977539,13.011890411376953,14.082351684570312,13.785867691040039,13.991910934448242,4,4,4,4,4,5
tile_246.jpg,2,2,2,2,2,2,7.164580345153809,6.29600715637207,6.898526191711426,7.147976875305176,7.277320861816406,7.333776473999023,7.249088287353516,2,2,2,2,2,2
tile_260.jpg,0,0,0,0,0,0,0.004712754860520363,0.004015536513179541,0.06791535764932632,0.056020475924015045,0.6884033679962158,0.5736790299415588,0.505476713180542,0,0,0,0,0,0
tile_268.jpg,2,2,2,2,2,2,7.663937091827393,6.85724401473999,7.032780170440674,7.304703712463379,8.19087028503418,8.076570510864258,8.163357734680176,2,2,2,2,2,2
tile_276.jpg,1,1,1,3,2,1,3.7245421409606934,3.715085029602051,4.142035961151123,4.3283514976501465,5.239451885223389,4.952849864959717,4.9989166259765625,1,1,1,1,1,1
tile_286.jpg,5,6,4,4,4,4,13.422063827514648,10.923641204833984,12.070672035217285,11.510400772094727,12.63393497467041,12.549016952514648,12.126872062683105,5,5,5,5,4,5
tile_325.jpg,7,10,6,5,6,6,16.78915786743164,15.751262664794922,16.244449615478516,15.581990242004395,15.427131652832031,15.560211181640625,15.663675308227539,7,7,7,7,7,8
tile_335.jpg,1,1,1,1,1,1,2.177513599395752,2.6817145347595215,3.170888900756836,3.5090408325195312,3.660482168197632,3.4163527488708496,3.616908311843872,1,1,1,1,1,1
tile_372.jpg,3,3,3,3,3,3,7.3122711181640625,6.389092445373535,7.980173110961914,7.731183052062988,8.219188690185547,8.055093765258789,8.187621116638184,3,3,3,3,4,3
tile_377.jpg,1,1,1,1,1,1,3.3022844791412354,2.691570520401001,2.567203998565674,2.4618237018585205,3.382577419281006,3.3814258575439453,3.189152240753174,1,1,1,1,1,1
tile_38.jpg,1,4,1,1,2,1,3.3215527534484863,2.9910759925842285,4.003281116485596,3.7423696517944336,5.056506156921387,4.749217987060547,4.675196647644043,1,1,1,1,1,2
tile_395.jpg,7,9,9,8,7,6,16.552030563354492,14.99193000793457,14.22488021850586,14.386486053466797,14.74951171875,14.768061637878418,14.791666984558105,10,6,7,8,6,7
tile_409.jpg,0,0,0,0,0,0,0.026902779936790466,0.016735322773456573,0.07890923321247101,0.07401543855667114,0.8813849091529846,0.7344874143600464,0.6399629712104797,0,0,0,0,0,0
tile_50.jpg,1,1,2,1,1,1,3.0597853660583496,2.8557162284851074,3.1238772869110107,3.2695484161376953,3.763821601867676,3.5270466804504395,3.523047924041748,1,1,1,1,1,1
tile_511.jpg,9,12,9,10,10,10,22.930524826049805,24.027324676513672,24.289987564086914,22.872814178466797,21.950210571289062,22.05078887939453,23.10478973388672,12,12,12,11,13,13
tile_573.jpg,5,4,5,4,5,5,12.577861785888672,13.567694664001465,13.493896484375,12.478147506713867,12.705162048339844,12.475139617919922,13.092599868774414,6,5,6,5,5,5
tile_580.jpg,8,9,8,9,9,8,21.617359161376953,20.703941345214844,20.179651260375977,18.861236572265625,18.8973388671875,18.77942657470703,19.138202667236328,8,10,11,9,8,10
tile_581.jpg,6,6,8,5,6,7,19.328323364257812,18.684947967529297,20.188251495361328,19.424747467041016,19.92107391357422,19.5874080657959,19.686416625976562,7,8,9,8,8,8
tile_605.jpg,8,8,8,8,10,8,20.510160446166992,20.07433319091797,21.403352737426758,19.601329803466797,19.832679748535156,20.041614532470703,20.232847213745117,8,8,10,9,11,11
tile_629.jpg,5,5,9,5,7,6,17.646377563476562,16.622894287109375,16.9949893951416,16.913705825805664,16.317899703979492,16.43246078491211,16.684316635131836,7,6,7,7,7,8
tile_636.jpg,4,4,4,4,4,4,16.417959213256836,14.756895065307617,16.904460906982422,15.505783081054688,16.260452270507812,16.37058448791504,16.32749366760254,4,4,4,4,4,4
tile_649.jpg,14,11,14,16,15,14,24.536476135253906,24.171751022338867,25.181636810302734,23.276325225830078,22.838180541992188,22.681072235107422,23.573698043823242,14,11,12,13,11,13
tile_660.jpg,8,8,7,7,8,7,20.46295738220215,19.03064727783203,18.907913208007812,17.78550910949707,17.73934555053711,17.813941955566406,18.030349731445312,8,9,8,9,9,11
tile_671.jpg,3,4,4,4,4,4,11.00617790222168,10.387296676635742,11.961589813232422,11.534319877624512,13.019091606140137,12.752842903137207,12.875394821166992,4,4,4,4,4,4
tile_69.jpg,0,1,0,0,0,0,3.441948652267456,3.6470766067504883,3.88601016998291,4.015846252441406,4.61577844619751,4.375445365905762,4.349315166473389,0,0,0,0,0,0
tile_70.jpg,3,4,3,3,3,3,12.42094612121582,11.210454940795898,11.432218551635742,11.21347427368164,11.637948036193848,11.335704803466797,11.187479972839355,3,4,4,3,3,3
tile_71.jpg,2,7,2,0,3,3,10.92662239074707,9.692825317382812,11.29047679901123,10.845376014709473,11.107011795043945,11.16181755065918,11.006110191345215,6,3,2,5,3,3
tile_712.jpg,19,17,17,13,14,14,31.50422477722168,29.139490127563477,30.339187622070312,27.861984252929688,27.836040496826172,27.75040626525879,27.984878540039062,16,18,17,18,15,18
tile_741.jpg,4,5,4,4,4,4,13.22923469543457,12.603793144226074,12.865175247192383,12.401632308959961,12.412471771240234,12.401857376098633,12.869418144226074,4,4,5,5,5,6
tile_746.jpg,7,6,6,6,6,7,19.461565017700195,16.330055236816406,17.91579246520996,16.900310516357422,17.132793426513672,17.253374099731445,16.862560272216797,7,6,6,7,7,8
tile_750.jpg,15,17,12,11,15,13,26.698816299438477,26.830026626586914,28.321653366088867,25.526609420776367,25.43993377685547,25.262134552001953,25.588516235351562,12,15,16,18,17,19
tile_782.jpg,9,12,10,7,8,9,22.23695182800293,21.92120933532715,21.905149459838867,20.706405639648438,20.438987731933594,20.641538619995117,20.87003517150879,9,10,10,10,11,10
tile_785.jpg,14,16,13,13,16,13,29.49923324584961,30.089746475219727,30.537967681884766,28.294654846191406,27.08033561706543,27.13280487060547,27.84909439086914,15,14,14,14,16,17
tile_806.jpg,16,15,14,17,14,14,33.64055633544922,33.31549835205078,33.08920669555664,30.11201286315918,30.070838928222656,30.676015853881836,31.418359756469727,16,16,16,17,17,16
tile_819.jpg,17,15,14,16,15,16,31.078577041625977,28.12468910217285,28.031654357910156,26.079463958740234,25.800758361816406,26.34960174560547,26.5672664642334,17,18,18,18,19,19
tile_832.jpg,18,14,17,16,16,16,28.79351806640625,29.092815399169922,29.232315063476562,27.582210540771484,27.141761779785156,27.401836395263672,28.068193435668945,17,17,16,17,17,18
tile_855.jpg,12,11,12,13,10,12,27.114118576049805,27.84613609313965,27.626710891723633,25.246994018554688,24.482200622558594,24.314966201782227,25.129791259765625,12,13,14,15,13,13
tile_881.jpg,12,7,12,10,5,7,30.164846420288086,29.516077041625977,29.395397186279297,27.109485626220703,26.542640686035156,27.123395919799805,28.025836944580078,11,11,11,12,12,11
tile_893.jpg,9,8,11,9,13,12,13.268636703491211,12.966418266296387,14.34739875793457,13.504700660705566,13.474620819091797,13.338493347167969,13.5457763671875,17,12,16,18,14,17
tile_902.jpg,13,11,14,10,12,16,17.104068756103516,16.33208465576172,17.042007446289062,15.467424392700195,15.875149726867676,16.01660919189453,16.252187728881836,18,20,19,20,17,21
tile_908.jpg,8,8,12,10,10,10,15.84786605834961,15.353198051452637,15.847168922424316,13.767213821411133,13.556951522827148,13.567134857177734,13.94156265258789,12,12,16,13,12,12
tile_909.jpg,9,9,6,6,6,6,16.421138763427734,15.371541976928711,15.203285217285156,13.992176055908203,13.705163955688477,13.86386489868164,14.275361061096191,7,6,7,8,6,7
tile_912.jpg,8,1,9,6,7,7,10.78158950805664,10.824581146240234,10.606297492980957,9.763311386108398,9.872867584228516,10.264595031738281,10.942390441894531,7,10,10,11,8,10
tile_918.jpg,2,1,2,2,2,2,5.894137382507324,6.329223155975342,6.579482078552246,6.447216033935547,7.373620986938477,7.283308982849121,7.61665153503418,2,2,2,2,2,2
tile_919.jpg,3,3,4,4,3,3,12.044670104980469,11.064824104309082,10.868743896484375,10.245530128479004,10.77830696105957,11.164346694946289,11.54996109008789,3,4,4,4,4,6
tile_136.jpg,4,5,5,4,4,5,13.1304349899292,11.2726469039917,11.510366439819336,11.291923522949219,11.744800567626953,11.844381332397461,11.465770721435547,4,4,4,4,5,5
tile_179.jpg,3,6,6,4,3,5,10.405375480651855,11.022543907165527,12.070391654968262,11.344647407531738,11.737831115722656,11.586946487426758,11.803348541259766,7,4,5,4,4,4
tile_188.jpg,3,4,6,4,4,4,10.7974853515625,8.871522903442383,9.969968795776367,10.16143798828125,10.80440902709961,10.675189971923828,10.452335357666016,3,3,3,3,3,5
tile_193.jpg,1,2,2,2,1,1,4.424906253814697,3.6074278354644775,4.151474952697754,4.241020202636719,5.414729595184326,5.227267265319824,4.953402519226074,1,1,1,1,1,1
tile_195.jpg,3,5,4,3,3,3,7.29628849029541,7.080238342285156,8.550529479980469,8.63422679901123,9.558568954467773,9.263580322265625,9.113679885864258,4,3,3,4,3,4
tile_215.jpg,6,8,5,5,5,6,16.609230041503906,15.961037635803223,17.794164657592773,16.604759216308594,16.70775604248047,16.712535858154297,16.67546844482422,7,7,6,6,7,6
tile_242.jpg,5,6,5,3,6,6,9.305633544921875,8.661482810974121,10.335841178894043,10.324557304382324,10.412877082824707,10.301036834716797,10.397745132446289,5,6,6,4,5,7
tile_27.jpg,1,3,2,1,1,1,2.8232998847961426,2.2272531986236572,2.2103331089019775,2.286144733428955,2.8794095516204834,2.6503186225891113,2.495687961578369,1,1,1,1,1,1
tile_289.jpg,5,4,5,5,6,5,12.5814208984375,11.457538604736328,12.125410079956055,11.680095672607422,11.816831588745117,11.693632125854492,12.073530197143555,7,4,5,6,4,4
tile_31.jpg,2,2,2,2,2,2,5.390805244445801,4.963967323303223,6.402914047241211,6.56274938583374,7.293861389160156,7.108616352081299,7.179973125457764,2,2,3,2,2,2
tile_336.jpg,1,1,1,1,1,1,2.2562832832336426,2.417579174041748,3.022057056427002,3.1302950382232666,4.02519416809082,3.7320051193237305,3.833676815032959,2,1,2,2,1,1
tile_337.jpg,1,0,1,1,0,1,6.169827938079834,5.469793319702148,5.42122745513916,4.891245365142822,4.939391613006592,4.789580345153809,4.898000717163086,2,2,2,2,2,2
tile_346.jpg,3,3,4,4,3,2,8.407787322998047,7.260918617248535,8.218099594116211,8.222275733947754,8.661813735961914,8.391708374023438,8.443115234375,4,3,3,3,3,3
tile_350.jpg,3,4,4,2,4,3,10.493456840515137,9.450302124023438,10.87156867980957,10.459012985229492,10.774141311645508,10.300705909729004,10.146175384521484,5,3,5,5,4,4
tile_352.jpg,4,6,4,4,4,6,9.262683868408203,7.554485321044922,8.863521575927734,8.735494613647461,9.411767959594727,9.070950508117676,8.995185852050781,6,4,5,5,5,5
tile_37.jpg,0,0,0,0,0,0,0.014182082377374172,0.0071079907938838005,0.09507054090499878,0.07398153841495514,0.7099331617355347,0.5916138887405396,0.5154702663421631,0,0,0,0,0,0
tile_401.jpg,10,11,11,9,10,10,19.005544662475586,18.650611877441406,20.091943740844727,18.626815795898438,18.93592643737793,18.823335647583008,19.077438354492188,11,10,12,10,10,11
tile_404.jpg,7,13,8,7,7,8,16.1159610748291,15.92214584350586,17.437904357910156,16.532995223999023,15.607882499694824,15.228896141052246,15.902777671813965,8,8,10,8,8,9
tile_420.jpg,8,8,8,8,8,8,20.337177276611328,17.568065643310547,17.905689239501953,16.765535354614258,17.2932071685791,17.595909118652344,17.840839385986328,8,8,8,8,8,9
tile_448.jpg,3,4,3,3,3,3,8.313858032226562,7.517345905303955,7.825446605682373,7.910193920135498,8.872264862060547,8.865236282348633,8.857131958007812,3,3,3,3,3,3
tile_454.jpg,2,2,4,3,3,2,11.031021118164062,9.871129989624023,10.303346633911133,10.026522636413574,10.994256973266602,11.049455642700195,10.890478134155273,3,3,2,3,3,3
tile_485.jpg,3,3,3,3,4,3,10.511137008666992,9.635997772216797,11.164478302001953,10.164615631103516,10.372081756591797,10.118768692016602,9.962007522583008,4,4,4,4,4,4
tile_503.jpg,12,8,11,10,13,11,23.64051055908203,21.312597274780273,22.424057006835938,20.60881233215332,20.525266647338867,20.68883514404297,20.693126678466797,9,12,12,11,10,14
tile_515.jpg,12,11,11,12,11,12,29.837623596191406,29.403263092041016,29.097890853881836,27.44525146484375,27.06812286376953,27.416996002197266,27.507156372070312,12,13,12,13,14,13
tile_533.jpg,3,2,4,3,3,3,6.219158172607422,5.691631317138672,6.128298759460449,6.3464860916137695,6.80375862121582,6.716092586517334,6.809301376342773,3,3,4,3,4,3
tile_534.jpg,7,7,7,7,7,7,18.26173973083496,17.441646575927734,17.515396118164062,17.081649780273438,16.789962768554688,16.701427459716797,17.12194061279297,7,7,7,7,7,7
tile_58.jpg,4,4,5,4,4,5,13.277575492858887,13.02086067199707,14.17553997039795,13.360147476196289,12.876998901367188,12.56842041015625,12.549976348876953,5,5,5,5,5,5
tile_583.jpg,12,15,14,13,14,14,29.070419311523438,27.490976333618164,27.697799682617188,25.6532039642334,25.330059051513672,25.831640243530273,26.06832504272461,15,13,13,13,12,13
tile_584.jpg,12,16,12,11,11,12,25.624614715576172,24.830394744873047,25.45951271057129,23.218046188354492,22.680721282958984,22.93368911743164,23.165908813476562,11,12,12,11,11,12
tile_586.jpg,11,13,12,10,10,10,27.15379524230957,26.22092056274414,26.570022583007812,24.66069221496582,24.02280616760254,24.348926544189453,24.653635025024414,12,11,12,12,11,13
tile_590.jpg,9,13,9,9,9,7,26.899625778198242,26.971538543701172,26.936464309692383,24.08690643310547,23.43344497680664,24.083099365234375,24.74319839477539,12,9,14,12,10,13
tile_62.jpg,1,2,2,3,3,1,3.752803087234497,4.145977020263672,5.09877872467041,4.848160743713379,6.357988357543945,6.121894359588623,6.057822227478027,2,1,1,2,2,2
tile_623.jpg,13,13,16,13,13,12,30.290645599365234,31.337526321411133,32.158817291259766,28.886009216308594,28.737354278564453,28.76825523376465,29.5452880859375,17,16,17,15,16,21
tile_624.jpg,8,7,8,8,8,7,24.24709129333496,23.826549530029297,23.941205978393555,22.21295928955078,22.477624893188477,22.357730865478516,22.952754974365234,9,8,9,9,9,8
tile_644.jpg,9,7,9,8,8,10,21.46807098388672,20.15518569946289,21.03973388671875,19.624479293823242,19.841766357421875,19.840185165405273,20.02635955810547,8,10,10,9,9,9
tile_678.jpg,11,9,11,11,10,11,26.6796932220459,24.392688751220703,24.315433502197266,22.258934020996094,22.381681442260742,23.007183074951172,23.3399658203125,11,10,12,11,11,11
tile_68.jpg,2,3,4,2,3,2,4.872300148010254,4.743359565734863,5.47184419631958,5.403824806213379,5.875604629516602,5.666754722595215,5.680904388427734,2,2,3,3,2,3
tile_681.jpg,10,8,10,10,10,10,32.785919189453125,30.69333267211914,30.846206665039062,27.352598190307617,26.773595809936523,26.68551254272461,27.292810440063477,11,10,10,11,11,12
tile_688.jpg,11,11,9,8,10,8,16.827051162719727,14.8922119140625,15.248102188110352,15.169288635253906,15.709290504455566,15.417414665222168,15.318561553955078,9,8,11,9,8,10
tile_731.jpg,12,13,12,11,12,11,29.47449493408203,29.87718963623047,31.280757904052734,27.586406707763672,27.46279525756836,27.807445526123047,27.984020233154297,15,12,14,14,16,15
tile_735.jpg,17,10,11,13,13,14,26.993255615234375,25.72354507446289,26.534759521484375,24.966148376464844,24.37564468383789,24.814010620117188,25.241790771484375,16,15,15,19,18,19
tile_751.jpg,17,12,14,14,17,15,29.216583251953125,26.142532348632812,27.00997543334961,24.882047653198242,24.88786506652832,25.140186309814453,25.011634826660156,18,19,20,19,18,20
tile_757.jpg,18,14,17,18,15,17,31.023990631103516,29.352455139160156,29.681041717529297,27.675888061523438,26.822467803955078,27.467994689941406,27.714458465576172,19,18,20,18,19,22
tile_813.jpg,10,5,6,4,5,9,18.689905166625977,17.88706398010254,18.004682540893555,17.25821304321289,17.745330810546875,17.546512603759766,18.14681053161621,8,7,8,10,8,8
tile_844.jpg,16,7,11,10,3,8,25.937177658081055,25.87432861328125,26.23664093017578,23.87378692626953,22.892927169799805,23.10892105102539,23.773754119873047,14,15,13,14,14,14
tile_850.jpg,5,0,2,1,0,1,17.082714080810547,15.111200332641602,14.873210906982422,13.678388595581055,13.652525901794434,13.643657684326172,14.306791305541992,4,4,5,4,5,6
tile_880.jpg,8,5,8,8,6,5,22.60080337524414,19.89181900024414,20.020729064941406,19.281505584716797,19.951175689697266,20.16384506225586,20.337310791015625,8,9,8,9,8,9
tile_891.jpg,7,5,7,6,5,6,13.561460494995117,11.859780311584473,11.205728530883789,10.662384986877441,11.158681869506836,11.347665786743164,11.35621166229248,7,7,9,7,6,8
tile_894.jpg,2,1,1,1,1,1,2.0797455310821533,1.9386000633239746,1.8155672550201416,1.8645654916763306,1.876954436302185,1.8785237073898315,2.131805419921875,2,2,2,2,2,2
tile_95.jpg,0,3,1,0,1,1,4.479226112365723,4.752512454986572,5.366539478302002,5.323568344116211,6.125339508056641,5.846770286560059,5.777298927307129,1,0,1,3,1,1
tile_103.jpg,4,9,4,4,5,4,13.84793472290039,13.256696701049805,13.893259048461914,13.742774963378906,14.79486083984375,14.607406616210938,14.58979606628418,6,5,6,4,4,5
tile_125.jpg,2,2,4,2,2,2,8.671660423278809,7.407611846923828,7.5013837814331055,7.665892601013184,7.540630340576172,7.084669589996338,7.188121795654297,2,2,2,2,2,2
tile_139.jpg,1,1,1,1,1,1,3.190758228302002,3.2187068462371826,4.286345958709717,4.0332489013671875,5.321022033691406,5.188305854797363,5.033843994140625,2,1,2,2,1,2
tile_141.jpg,1,1,1,1,1,1,5.658069610595703,5.746099472045898,6.620823860168457,6.5295186042785645,7.194643974304199,6.852486610412598,6.90816593170166,1,1,2,1,1,1
tile_181.jpg,4,9,6,6,7,5,16.405765533447266,14.306703567504883,13.956714630126953,13.26081657409668,13.222530364990234,13.614616394042969,13.546381950378418,5,6,6,5,6,7
tile_19.jpg,1,1,1,1,1,1,4.130145072937012,3.131234645843506,2.8915438652038574,3.37825870513916,4.033698081970215,4.031368255615234,3.965277671813965,1,1,1,1,1,1
tile_20.jpg,2,2,2,2,3,2,2.960724115371704,3.1857776641845703,3.496917963027954,3.5985512733459473,4.242379188537598,4.233636379241943,4.213559627532959,2,2,2,2,2,2
